tsne-2d-one,tsne-2d-two,cluster_label
112.653046,42.926037,0
84.97568,-35.426525,0
-151.76262,-19.389988,0
-82.77075,91.48064,0
-11.488685,154.64859,0
-114.41135,32.495712,0
-108.741295,-126.14289,0
11.002707,-149.12822,0
97.56563,36.4722,0
61.278664,-10.851133,0
-167.67236,-23.297369,0
-81.4847,115.94805,0
-10.251083,181.44711,0
-126.39693,46.651306,0
-127.77609,-115.17778,0
23.62629,-169.11217,0
117.52109,33.11978,0
72.74067,6.335183,0
-158.592,1.7565637,0
-91.33399,82.13655,0
-35.5373,147.75111,0
-147.67249,34.144604,0
-109.61308,-88.223335,0
-4.88346,-159.14914,0
64.118065,56.271206,0
104.218765,-15.088367,0
-130.76993,-42.579647,0
-72.29069,76.537796,0
9.363522,149.84985,0
-108.989944,11.862064,0
-142.03317,-77.45548,0
51.225327,-161.07428,0
98.80033,47.891663,0
87.300415,-32.51384,0
-147.5211,-22.843351,0
-80.89568,90.05293,0
-6.4369354,153.04633,0
-110.40986,27.223783,0
-111.01279,-125.38498,0
15.032943,-143.08414,0
106.015686,90.92683,0
128.55199,-20.256815,0
-114.22919,-50.984356,0
-69.29967,140.1664,0
17.108826,180.16576,0
-102.160484,-3.4790092,0
-116.962074,-58.271465,0
67.30955,-137.38222,0
112.2325,25.60639,0
69.62308,13.604965,0
-153.4929,12.30138,0
-97.24731,75.07709,0
-45.177876,142.48143,0
-150.71436,29.30839,0
-115.00775,-83.91962,0
-14.927047,-156.68297,0
61.886272,63.210506,0
113.235855,-9.501145,0
-140.30376,-50.06377,0
-101.08444,96.899254,0
-26.49719,140.88976,0
-116.28415,7.649431,0
-135.2896,-78.297,0
42.128567,-160.84189,0
113.194786,42.1164,0
85.03949,-35.10191,0
-151.6276,-19.13865,0
-82.84833,92.51518,0
-12.883461,154.60367,0
-115.183495,32.568768,0
-108.61826,-126.539246,0
10.308934,-149.89409,0
155.1494,35.66974,0
110.8523,-53.301167,0
37.243168,18.397886,0
17.452333,62.680847,0
18.161264,64.63415,0
-10.345655,-15.948788,0
-10.728371,-18.356335,0
34.969448,-70.95009,0
84.80325,37.512306,0
57.879436,-14.853786,0
-175.21289,-27.80775,0
-84.64501,124.60441,0
-20.143452,177.74564,0
-121.750824,53.58351,0
-134.03313,-123.87691,0
14.842131,-172.19498,0
71.801025,115.57645,0
155.2605,-72.977875,0
-28.752752,-77.75803,0
-10.74512,72.963806,0
11.345756,88.50534,0
-21.555664,3.1999028,0
-27.85383,-94.996315,0
22.030384,-76.0101,0
95.54267,64.031204,0
103.36304,7.2527785,0
-185.6164,13.98877,0
-115.276955,112.32716,0
-41.243546,170.85545,0
-140.21617,22.718044,0
-144.74963,-91.966034,0
39.995342,-174.51392,0
121.77138,112.65887,0
135.32697,-1.5179658,0
-88.0809,-50.715675,0
-81.213905,62.36142,0
35.873676,175.85739,0
-90.020256,-10.494485,0
-89.55889,-71.99594,0
62.436337,-119.17959,0
112.44588,129.91882,0
104.109116,-119.594246,1
5.0622435,-49.163887,0
-14.88563,44.199333,0
68.60753,157.08565,0
2.1302364,-39.48003,0
0.58260685,-52.56515,0
53.385845,-68.48903,0
93.92997,25.322351,0
80.36593,0.5752845,0
-177.44057,-5.626158,0
-101.7395,116.374565,0
-31.81541,166.88524,0
-142.58305,49.77462,0
-130.46407,-95.40613,0
4.911105,-178.15797,0
89.17849,49.42589,0
71.50475,-39.55335,0
-142.61383,-36.086273,0
-73.29885,107.980995,0
-7.177563,147.71107,0
-106.88912,40.01646,0
-116.01685,-131.84132,0
26.245337,-145.98286,0
78.702995,65.33315,0
101.518196,-47.64062,0
-119.84715,-22.818472,0
-55.787346,109.340706,0
-6.0251966,126.66219,0
-84.93347,32.891163,0
-92.17183,-95.347885,0
39.57307,-135.37433,0
104.881134,21.813534,0
91.30062,3.3585744,0
-177.53265,2.0654862,0
-103.912544,105.56726,0
-29.081757,158.41423,0
-151.38376,45.69414,0
-126.91357,-87.77597,0
-3.2569587,-172.61955,0
114.48267,21.985073,0
80.12879,14.738599,0
-164.31985,13.17501,0
-104.689514,83.072395,0
-47.253895,152.65497,0
-160.05724,36.76598,0
-116.91494,-79.11901,0
-13.011869,-167.92374,0
89.72984,111.519936,0
162.2242,-54.182705,0
-42.74292,-47.253128,0
-21.433193,60.12616,0
26.58439,108.35483,0
-34.02215,-17.28801,0
-28.96518,-118.4942,0
8.985496,-99.774376,0
86.025986,39.507442,0
59.158237,-21.698893,0
-169.25925,-33.736206,0
-77.26911,123.338554,0
-12.567925,171.3137,0
-117.393486,52.667774,0
-129.1449,-127.63183,0
19.538143,-165.45895,0
95.52947,59.156643,0
96.37102,-4.699109,0
-185.06339,-3.6987858,0
-73.980705,135.15869,0
10.775833,177.22325,0
-101.18427,3.1306014,0
-123.23636,-79.50079,0
6.145989,-170.0692,0
120.74349,37.663044,0
86.70681,-13.312437,0
-153.95232,-2.1826549,0
-88.32682,77.78895,0
-36.496723,142.73195,0
-143.85515,31.937782,0
-105.22843,-87.38643,0
-1.993841,-149.67886,0
103.70847,84.31987,0
121.223045,-31.940226,0
-105.39128,-43.177612,0
-55.92432,122.01746,0
18.293772,162.82182,0
-90.36584,3.0823717,0
-109.27167,-66.280075,0
55.487072,-138.57008,0
119.12503,52.93781,0
93.20977,-34.570465,0
-143.87987,-17.644653,0
-71.03349,92.33243,0
1.7560761,146.32315,0
-99.20848,25.2048,0
-95.78178,-124.27218,0
17.166294,-136.91658,0
103.22656,90.45721,0
127.61375,-15.239348,0
-106.38066,-51.891514,0
-73.94158,63.91498,0
20.21208,177.44519,0
-98.23847,-4.201657,0
-106.67661,-55.600716,0
64.21437,-133.1469,0
141.81564,17.945559,0
89.745445,-65.414536,0
56.751118,21.63111,0
49.24831,35.616432,0
38.39129,57.007164,0
-2.5671225,-4.541469,0
-0.08641316,-9.064691,0
41.13678,-42.867924,0
89.50113,44.718407,0
58.953163,-34.17998,0
-158.63132,-40.449936,0
-83.06734,107.030266,0
-0.5277981,163.25034,0
-120.727165,40.85297,0
-119.627174,-134.6845,0
30.142939,-164.31335,0
118.988785,35.503162,0
86.13871,-13.435129,0
-154.60959,3.1622405,0
-89.82768,76.8581,0
-37.56834,142.75755,0
-147.92061,30.30395,0
-105.868546,-85.141205,0
-6.9836473,-154.15346,0
88.748665,59.313015,0
