tsne-2d-one,tsne-2d-two,cluster_label
-14.168627,-61.926758,0
74.67935,-63.386723,0
-0.17822956,-62.13574,0
-87.97613,46.654842,0
54.878483,5.2572803,0
-55.672085,36.795834,0
-86.80638,-79.94461,0
-45.41634,-54.65729,0
87.18103,-59.467167,0
-12.718412,-54.487926,0
29.45037,1.8594196,0
42.574703,-6.2701817,0
-34.961033,40.338383,0
-71.439,-78.47124,0
20.345207,55.873474,0
-50.37024,91.29783,0
50.985394,76.05786,0
-110.57657,2.3716962,0
80.09678,36.809574,0
-67.00906,-9.202926,0
38.885403,-93.9876,0
21.607456,50.360622,0
-45.72495,92.40703,0
43.576385,70.98899,0
-115.54815,-1.4569913,0
102.29381,42.34571,0
-63.07992,-1.9558921,0
39.48021,-96.147026,0
-47.53914,-52.67369,0
86.19398,-61.88663,0
-13.121775,-61.583214,0
35.9568,4.788148,0
90.50637,-56.33578,0
-33.603123,60.97594,0
-77.635704,-65.00585,0
26.290062,-57.926296,0
65.16529,-14.899236,0
35.81204,-42.34191,0
-0.6689261,20.091282,0
52.547222,28.597233,0
-105.10586,46.556435,0
-41.438126,-93.670906,0
3.9035814,-36.874386,0
84.18005,-38.808243,0
32.19279,-34.52524,0
-13.286371,24.787037,0
43.268574,22.245975,0
-32.660267,36.75455,0
-41.18373,-92.77086,0
-45.585304,-63.261856,0
79.69367,-61.023712,0
-11.281243,-77.94376,0
32.09195,3.94204,0
89.4951,-36.424988,0
-34.179665,25.879683,0
-71.586754,-91.77423,0
23.73472,101.53451,0
68.69126,-1.2439286,0
29.638731,115.59531,0
4.7348676,1.7792374,0
100.221016,-13.023168,0
-58.33183,-20.200253,0
-1.9648238,-105.62831,0
1.8941461,-78.620056,0
66.25467,-15.362128,0
35.708748,-47.544113,0
2.294538,6.8857493,0
63.52669,28.890171,0
-82.978775,-39.50836,0
-23.850649,-65.768585,0
-20.332212,-49.389385,0
62.337036,-28.599464,0
14.00101,-37.14766,0
-0.28151676,28.22857,0
43.55519,2.0939949,0
-46.041096,36.561943,0
-45.19218,-76.54822,0
-11.119727,-64.68056,0
73.790504,-54.335026,0
2.6926136,-39.87741,0
25.373615,25.883232,0
46.769985,-20.59189,0
-40.149845,51.0968,0
-77.86409,-76.617226,0
10.99889,62.3404,0
-32.799744,114.68925,0
38.254986,60.692734,0
-124.95795,-7.780028,0
106.26368,12.069185,0
-62.160122,5.759487,0
7.1987534,-113.79748,0
-2.0906053,60.039104,0
-4.201907,116.521324,0
-22.141535,76.55889,0
-114.158966,-29.980387,0
120.56147,11.121405,0
-86.44914,20.964577,0
18.820621,-99.70702,0
15.657262,61.848873,0
-25.777039,114.77513,0
31.315804,73.99406,0
-109.3388,5.27699,0
108.86035,-13.159902,0
-39.400314,9.176336,0
25.80188,-104.89528,0
-4.6396904,81.81826,0
-50.148136,86.57497,0
29.451233,77.00894,0
-114.37861,-13.074265,0
115.2944,14.806136,0
-43.777004,-7.972271,0
28.131739,-90.94019,0
-36.595097,-62.061417,0
86.26247,-66.74815,0
-21.501003,-53.413303,0
38.712624,-2.8783848,0
48.048843,39.34371,0
-66.88337,43.14417,0
-5.5923753,-65.04943,0
-3.2457495,-46.406555,0
84.66601,-17.865734,0
17.640423,-41.848827,0
7.116547,21.73889,0
56.955204,34.175648,0
-103.07631,54.23831,0
-45.70173,-85.19503,0
9.1018915,-30.70733,0
66.810585,-34.06877,0
24.486834,-61.623795,0
2.93646,28.23447,0
51.045425,37.907192,0
-61.597126,50.54432,0
-49.328556,-86.977234,0
-40.594017,-63.19191,0
58.74162,-5.382087,0
-12.901026,-9.197286,0
2.7018821,36.40697,0
31.32804,38.76342,0
-8.868219,39.601364,0
40.20788,-67.86188,0
35.937607,83.73849,0
-62.289963,79.215256,0
23.094921,86.54251,0
-121.0765,-12.242133,0
109.121826,15.904933,0
-40.38596,-0.569666,0
-16.506773,-117.91866,0
-31.825253,-59.506268,0
-69.49628,84.30532,0
4.853954,-56.885204,0
-95.94205,-1.9489506,0
85.78471,22.087685,0
-67.827415,31.223694,0
0.5715244,-8.93188,0
13.874793,63.26385,0
-28.243088,115.0817,0
37.61311,73.20363,0
-117.999756,-1.2712208,0
107.13677,33.22001,0
-65.6002,-8.58621,0
23.920076,-105.46692,0
-33.451767,-70.28163,0
87.77794,-50.03837,0
-21.301924,-34.58686,0
32.610367,22.558985,0
62.394318,-62.441113,0
-33.215744,63.262516,0
-79.29718,-67.65442,0
35.806965,97.50523,0
70.4949,-6.5526,0
40.31711,111.97343,0
-4.3570943,12.949341,0
95.69143,11.913484,0
-54.61947,-32.250454,0
-4.4144535,-107.34923,0
-11.848755,-30.67893,0
62.337936,-31.071423,0
22.235336,-29.702307,0
0.22662741,28.597963,0
49.610996,15.155609,0
-61.486744,53.255848,0
-41.957943,-78.54903,0
24.637764,63.70174,0
-5.9091763,120.85837,0
37.666958,67.7202,0
-118.78611,-30.009087,0
111.121796,39.44898,0
-86.70792,13.721492,0
18.215378,-107.81979,0
25.970446,102.39603,0
98.9494,-14.99383,0
31.497374,115.841896,0
-6.812061,4.982111,0
98.023994,2.309981,0
-21.78031,-0.5450887,0
-6.0185595,-129.53001,0
-45.578022,-63.175716,0
81.2317,-47.37201,0
-11.805986,-70.2186,0
29.241573,16.873589,0
64.78754,17.337894,0
-42.85745,40.094193,0
-72.14836,-92.70216,0
34.399773,79.64282,0
81.7586,-10.87557,0
41.751907,104.08264,0
-92.10245,61.55151,0
100.34854,21.000477,0
-59.405804,-2.1940062,0
1.1009326,-123.85242,0
20.819155,55.789936,0
-61.0954,78.60244,0
50.06876,75.10105,0
-119.83106,-5.81809,0
122.71984,-1.1919304,0
-41.05189,6.75125,0
7.822516,-118.286964,0
-41.094006,-66.2384,0
88.77889,-60.180523,0
-2.9371834,-79.45707,0
25.897528,1.2317696,0
44.606667,1.6779268,0
-37.08123,36.19769,0
-48.497307,-74.41046,0
2.7151353,-37.488285,0
73.29214,-45.52596,0
32.01307,-33.534065,0
26.034353,22.416767,0
46.40389,29.20416,0
-38.155773,40.649563,0
