tsne-2d-one,tsne-2d-two,cluster_label
-26.46436,-8.4365015,0
131.63051,-38.55531,0
45.09287,125.5143,0
122.89243,43.88183,0
80.13196,-87.3698,0
-33.190163,-76.12788,0
-95.26286,9.410998,0
-12.678403,33.54194,0
113.7684,-53.14009,0
14.256201,104.084984,0
70.222145,-53.201397,0
46.69958,-48.84586,0
-43.777733,-91.15428,0
-71.856155,-1.4050499,0
-23.206732,54.592926,0
59.72629,50.749844,0
-59.67655,26.066648,0
-29.467176,94.306946,0
-1.8429295,-106.63792,0
-111.75433,-24.096376,0
11.581155,-15.237813,0
-32.99184,49.972828,0
60.047943,49.74687,0
-58.72972,23.866194,0
-33.346508,101.733284,0
-15.546773,-110.00502,0
-115.6311,-33.6865,0
10.147524,-35.48044,0
-32.610565,-1.1588374,0
115.535095,-38.283924,0
46.199326,122.81144,0
68.58588,-42.33982,0
70.95441,-80.71202,0
-21.50572,-70.362366,0
-92.958885,0.62620765,0
10.865686,24.329142,0
93.09259,9.743696,0
26.814507,85.48804,0
77.04419,-5.301968,0
125.66653,24.856178,0
77.534515,98.23448,0
-47.04016,-21.405735,0
8.620167,33.019753,0
87.79292,-54.493366,0
19.805794,84.1231,0
64.17398,-26.23145,0
32.095318,-48.041004,0
-64.06652,-102.913086,0
-55.32143,-13.558887,0
-19.32414,13.075941,0
107.17497,-64.23847,0
23.829052,139.37128,0
60.139385,-52.23978,0
51.33058,-98.55981,0
-31.837439,-93.286285,0
-64.364456,-6.1902523,0
-115.66586,36.142025,1
86.99054,6.6258855,0
-72.75925,-35.620834,0
85.29593,17.673222,0
0.44299853,-94.01199,0
-141.30952,-33.87267,2
-21.864275,-27.076954,0
-6.323511,10.51625,0
63.250763,-0.07101657,0
23.926214,134.83464,0
76.70238,-12.18648,0
14.80132,-66.00141,0
103.85636,82.86133,0
-52.58708,-22.062504,0
-17.155352,13.645402,0
82.48366,-56.22087,0
14.617429,106.51735,0
88.942986,-8.614437,0
49.995956,-80.492905,0
-38.25743,-103.3463,0
-41.53849,-14.884794,0
-24.425478,1.1959409,0
120.23341,-42.56317,0
36.502,111.731064,0
71.728455,-53.454247,0
63.0392,-77.97097,0
-42.69703,-86.94278,0
-91.58013,-2.8042626,0
-15.747449,54.853745,0
35.89174,62.587868,0
-66.37845,31.13277,0
-35.84767,112.4634,0
15.060477,-103.94024,0
-116.88068,-44.81306,0
26.308586,13.386181,0
6.636863,59.134514,0
-16.025263,106.30405,0
-89.28695,66.364624,0
-30.8549,129.56604,0
1.4778742,-129.64508,0
-126.398254,-14.647837,0
28.9825,8.6058655,0
-19.305971,58.069187,0
45.557465,63.154022,0
-54.554718,32.5287,0
-32.388714,94.39855,0
43.35345,-108.142555,0
-98.420425,-61.38694,0
19.478926,-10.322741,0
-4.3444104,58.119724,0
55.320873,59.82967,0
-75.378555,39.960396,0
-51.127083,98.66658,0
4.1998634,-120.31618,0
-103.2872,-40.541378,0
6.080793,-23.992458,0
-10.934872,24.542278,0
102.52222,-51.620895,0
15.388614,133.77507,0
64.853134,-36.146008,0
22.268661,-47.533512,0
-52.663643,-112.426094,0
-36.62552,7.038197,0
7.2791095,21.673962,0
93.36669,-1.2558701,0
29.504683,90.206505,0
67.590225,-10.321506,0
22.467085,-54.31422,0
75.00979,92.29391,0
-26.90505,-4.0400815,0
-5.476922,24.074425,0
89.15523,-7.4468365,0
18.446625,137.58337,0
78.967445,-6.1549344,0
21.89925,-52.81108,0
77.671394,97.73567,0
-45.06758,-19.62214,0
-5.2033963,-27.443293,0
116.43905,13.023813,0
-11.703071,80.32545,0
105.04626,61.270996,0
50.845955,-54.31476,0
48.64817,15.252366,0
41.059803,-7.587299,0
-36.01561,57.837643,0
73.917274,49.919296,0
-77.47168,32.258625,0
-48.084866,96.03159,0
19.987673,-113.28145,0
-97.33617,-50.536064,0
-14.550965,-30.084604,0
23.29899,-9.750849,0
66.21772,38.235294,0
2.4954014,106.55407,0
-78.76075,91.80653,0
10.823619,-73.91113,0
-76.18786,-68.77955,0
-8.941849,-24.953045,0
-25.558413,49.31258,0
34.66864,58.892155,0
-59.82483,34.69172,0
-29.912968,97.51354,0
-8.30544,-116.141136,0
-119.62852,-24.098503,0
22.464855,-14.182312,0
-22.29638,4.1497226,0
121.469345,-43.463238,0
-2.1911829,100.27816,0
62.7054,-49.012016,0
70.48698,-82.94382,0
-19.39192,-68.66989,0
-91.18616,5.0447807,0
-124.72853,33.742313,1
95.66466,7.902573,0
-76.245125,-24.481628,0
88.94034,16.727732,0
7.4172964,-94.12666,0
-146.14368,-29.90081,2
-34.97175,-21.519087,0
1.5279844,29.9643,0
90.96031,-46.557243,0
22.151697,82.61531,0
88.82366,-4.537576,0
32.55314,-55.21989,0
-50.73634,-107.02977,0
-43.4296,-3.4236796,0
-24.033604,66.71063,0
-19.79025,114.106094,0
-66.42794,42.97243,0
