tsne-2d-one,tsne-2d-two,cluster_label
-174.85806,2.1321688,0
90.60905,-77.64007,0
50.735386,107.93482,0
-108.449776,64.9701,0
96.58655,14.26806,0
8.487464,-37.995586,0
1.0551199,-149.4216,0
-98.33426,-17.088928,0
-169.60233,6.8187327,0
87.81906,-99.09765,0
37.366684,110.35733,0
-116.94093,64.17734,0
94.85114,27.059074,0
6.698301,-71.61121,0
15.080896,-156.36153,0
-110.24948,-9.77765,0
-154.4221,8.355,0
102.822174,-110.81413,0
75.81927,148.17569,0
-139.12712,76.07309,0
89.3124,41.16227,0
-7.195312,-45.669987,0
32.49171,-166.93031,0
-135.20409,-14.896029,0
-160.05614,-50.59229,0
88.84686,-63.697502,0
61.01708,137.49983,0
-92.04944,62.25207,0
87.0961,27.113811,0
-2.375837,-29.09435,0
-3.9910147,-139.83559,0
-110.073944,-29.089527,0
-170.73216,-4.3985424,0
83.64867,-79.925735,0
59.17802,136.02385,0
-104.457466,56.191784,0
98.60418,23.943853,0
4.7982883,-46.45933,0
-4.5167317,-160.60043,0
-112.32858,-14.853636,0
-145.4946,-51.956207,0
134.92749,-88.69437,0
103.61974,137.3692,0
-107.656715,93.59549,0
133.53754,41.033817,0
35.816727,-27.116796,0
31.468746,-149.11803,0
-134.44011,-40.537567,0
-148.97816,-17.15912,0
108.34765,-113.06524,0
32.70379,121.350395,0
-141.75739,79.09855,0
73.08407,3.123853,0
34.576588,-49.00593,0
32.351433,-170.45776,0
-139.56319,-15.261661,0
-170.23943,-7.9973283,0
89.88861,-72.261955,0
33.348957,135.63896,0
-101.61151,59.1165,0
92.79716,20.23174,0
-0.28812146,-43.167408,0
-9.303797,-147.20123,0
-104.13972,-24.478016,0
-175.22632,0.40455663,0
92.14951,-74.62741,0
88.41669,161.30418,0
-100.16329,62.95845,0
94.45308,28.296856,0
6.271965,-40.175545,0
0.46661714,-149.04124,0
-102.186516,-21.190496,0
-175.32123,-16.608984,0
91.62866,-100.57684,0
85.069176,132.83427,0
-121.185074,70.13454,0
111.34404,53.144474,0
5.3803525,-64.74211,0
-8.009816,-169.28658,0
-136.50174,-23.739117,0
-53.71728,-97.14534,0
127.66028,-32.472324,0
37.494827,101.18251,0
-52.628532,99.815285,0
55.947586,25.018192,0
-6.3461623,-16.078812,0
-9.418158,-113.41854,0
-51.53917,-92.64539,0
-154.9786,-67.591705,0
86.11311,-49.878284,0
75.49072,124.575264,0
-85.172,66.13817,0
123.15722,46.302837,0
39.79027,-58.19171,0
-13.916818,-180.18904,0
-141.75221,-68.93163,0
-55.038265,-136.50952,0
170.6178,-2.4218001,0
55.259193,115.78586,0
-93.71305,146.8047,0
59.25251,67.74651,0
-30.24112,-31.737593,0
32.663017,-100.510376,0
-60.307884,-125.141304,0
-49.3434,4.5135827,0
167.33206,28.56483,0
-0.5022669,121.492195,0
-41.32907,76.893364,0
18.756336,29.089354,0
-40.987907,19.313597,0
17.884932,20.013582,0
-50.648827,5.1432266,0
-155.88335,-11.222595,0
106.09648,-123.10703,0
81.30366,118.06161,0
-130.47153,70.005455,0
106.461685,50.536343,0
0.32270145,-64.437904,0
19.953344,-181.48915,0
-129.39182,-8.249101,0
-188.72305,-20.478292,0
108.5356,-90.19633,0
79.330635,140.2614,0
-137.79,47.181458,0
125.64314,18.265032,0
22.577518,-60.09979,0
-20.887644,-161.97974,0
-117.56067,8.23174,0
-62.97402,4.2532187,0
97.56375,-26.126434,0
-13.729143,118.12631,0
-16.581429,100.10553,0
28.446169,51.198414,0
-36.965866,3.5904584,0
58.133663,-81.15578,0
-64.43232,4.5224996,0
-160.00218,-1.9099959,0
91.594826,-106.84646,0
65.1893,105.92839,0
-124.60836,77.7673,0
95.73791,25.248512,0
-2.8429773,-49.53214,0
6.2314305,-158.06561,0
-124.29988,-0.45631582,0
-155.48691,-66.367905,0
84.930305,-50.01453,0
64.778496,111.86083,0
-83.747,66.772125,0
123.69536,45.41055,0
39.37578,-57.885365,0
-12.327206,-179.71375,0
-142.7549,-67.74067,0
-29.998446,-53.081936,0
135.49605,-6.56467,0
68.85256,151.02757,0
-52.742702,126.92623,0
37.699074,23.410065,0
-6.4335394,19.42839,0
-0.8884771,-90.7992,0
-38.998943,-52.158478,0
-192.58691,-4.516807,0
103.3538,-88.95228,0
66.00508,101.01025,0
-129.0059,39.4935,0
121.25696,13.044489,0
25.746365,-69.16048,0
-23.22563,-157.68039,0
-112.662445,6.4779963,0
-137.91975,-53.16225,0
127.6875,-82.11241,0
55.054222,94.52551,0
-115.26142,86.06814,0
86.38846,5.595231,0
26.788784,-25.829266,0
23.303146,-143.9183,0
-125.20074,-47.24427,0
-146.3839,8.589825,0
89.276146,-117.275795,0
74.21976,121.6632,0
-130.49628,88.47416,0
92.02785,44.96135,0
-14.637032,-51.090145,0
28.145714,-163.97357,0
-135.80562,7.7847533,0
-168.80367,-35.344727,0
112.725555,-85.37049,0
65.60288,145.63263,0
-113.47354,77.1537,0
85.89412,9.986627,0
21.871462,-35.23624,0
-4.437604,-172.42673,0
-122.84789,-33.60505,0
-160.9785,-33.121876,0
113.08985,-100.913864,0
62.833225,125.665504,0
-132.80946,60.231594,0
120.80654,41.80714,0
15.033578,-50.657856,0
-2.065013,-184.8911,0
-133.8515,-26.212019,0
-61.233284,-131.73427,0
170.06273,-7.3134356,0
36.941666,95.92906,0
-91.99267,142.27791,0
67.380424,63.55583,0
-25.619043,-34.654663,0
30.545822,-103.782776,0
-62.174,-128.78648,0
-83.57534,30.00871,0
151.80647,42.451862,0
-10.33621,156.22928,0
-24.21504,134.93779,0
1.4368037,59.621128,0
-24.089705,20.693556,0
-27.328232,58.718876,0
-78.50968,28.39673,0
-117.70829,20.282396,0
69.39594,-66.055244,0
31.43373,144.15775,0
-101.38209,69.2315,0
104.92658,6.7558937,0
-11.324027,-37.090714,0
54.378254,-115.05643,0
-112.07668,15.785184,0
-151.35518,-18.998621,0
99.644485,-110.01559,0
65.00758,128.2147,0
-140.02092,82.648094,0
107.0953,45.845848,0
26.08377,-55.193954,0
18.924957,-172.32707,0
-134.62515,-4.801545,0
-144.72948,-25.134829,0
107.72209,-78.492355,0
13.795828,166.96053,0
-104.73535,76.96382,0
91.56461,10.36113,0
18.850212,-34.58399,0
7.8600554,-143.88126,0
-118.543144,-28.206444,0
-157.074,-18.629488,0
116.37247,-111.49025,0
19.263144,153.03342,0
-121.14119,107.958755,0
98.35945,59.97375,0
3.670706,-69.26601,0
43.88695,-158.27888,0
-139.59607,-23.828907,0
-118.66645,-76.27831,0
125.626625,-63.69612,0
42.43101,167.18846,0
-94.19279,95.51187,0
77.68303,38.71292,0
25.703478,-12.036936,0
29.94813,-129.57109,0
-109.95555,-80.85686,0
-51.930305,-139.24484,0
169.34904,1.8183509,0
45.60689,119.14694,0
-94.41997,150.6984,0
57.237286,69.67593,0
-32.38503,-30.500797,0
32.18871,-93.38819,0
-55.36089,-125.67569,0
-96.467384,-54.91675,0
130.90564,-51.477013,0
18.124084,131.04482,0
-74.81964,107.59392,0
67.96801,16.397831,0
18.647919,-12.413162,0
14.302642,-126.51188,0
-95.63526,-56.57037,0
-193.09108,-7.5639973,0
102.64099,-88.06262,0
60.298725,104.719925,0
-128.50864,38.155052,0
120.11405,13.630945,0
25.204964,-71.601425,0
-23.49754,-156.6591,0
-111.507935,7.4256725,0
-150.23895,-3.1101003,0
91.104065,-124.53411,0
75.23334,112.055786,0
-141.19032,89.38398,0
101.653244,38.21061,0
19.352076,-54.10603,0
27.698769,-178.17429,0
-139.31786,-0.2688531,0
-73.68844,-89.63419,0
113.75072,-29.79942,0
39.859055,117.761604,0
-44.59944,90.79126,0
43.448723,12.938404,0
2.8686736,2.589569,0
7.63926,-98.8686,0
-66.03936,-80.56294,0
-166.38405,-0.5526796,0
104.217896,-75.12063,0
70.79336,127.27237,0
-108.28128,74.331825,0
88.59053,36.307545,0
16.87763,-41.16159,0
13.624143,-150.52974,0
-92.10869,-18.587877,0
-95.21288,-38.124363,0
152.21123,-51.38152,0
30.376432,142.83641,0
-75.179726,88.11159,0
54.78401,4.615776,0
14.949072,1.163951,0
11.383944,-111.77195,0
-66.17735,-50.649002,0
-122.549446,-106.795265,0
119.20924,-45.02304,0
30.898617,131.2307,0
-69.910614,134.3724,0
75.46265,51.138844,0
44.97036,-15.836016,0
40.95802,-134.12726,0
-110.889534,-99.413025,0
-157.66145,-20.866428,0
113.84411,-108.99416,0
71.38846,172.14032,0
-117.28503,106.35355,0
94.11394,58.34019,0
41.617233,-37.77773,0
42.367443,-155.31433,0
-139.71815,-20.888056,0
-142.77512,-31.176952,0
117.768906,-85.57309,0
83.03146,129.18013,0
-146.67047,63.675755,0
98.0275,-4.563021,0
31.996653,-39.264038,0
18.617188,-151.30023,0
-123.050514,-30.175983,0
-161.84193,-34.061108,0
81.13717,-84.24024,0
55.27292,143.02853,0
-108.51505,48.98205,0
101.79981,22.563356,0
14.615997,-50.213177,0
