tsne-2d-one,tsne-2d-two,cluster_label
-44.80668,51.02346,0
-0.45086125,10.834008,0
-93.59562,-87.410545,0
11.382106,134.78595,0
27.524035,20.219124,0
65.619965,-104.51931,0
-30.568659,-27.10681,0
-75.55267,70.641464,0
-4.008036,-5.9688163,0
-89.244194,-76.58679,0
47.731182,45.287357,0
26.732023,43.671116,0
78.46931,-77.34267,0
-49.596054,-27.818386,0
-14.092073,42.005802,0
22.84727,-53.10529,0
-18.566813,-82.248,0
17.090895,-115.703896,0
4.578318,79.61385,0
82.76119,-42.790127,0
-117.7414,-9.756188,0
-17.555109,38.35951,0
23.615473,-52.0399,0
-18.137363,-82.372246,0
9.405523,-123.54656,0
-6.042845,99.80221,0
78.71128,-24.515942,0
-119.11699,-12.284803,0
-52.2924,44.30052,0
3.121534,8.6759,0
-81.65657,-79.76821,0
49.239506,46.109657,0
26.320097,33.761063,0
89.02793,-87.7052,0
-30.284452,-20.18226,0
-89.85464,84.79802,0
56.85192,13.840093,0
-90.94817,-35.549667,0
70.822,86.1958,0
-24.183577,141.29236,0
-41.58026,96.42214,0
-68.745895,14.45956,0
-80.31538,88.72989,0
23.542925,-15.688351,0
-67.355804,-50.1315,0
62.92003,76.06584,0
73.55876,28.208254,0
73.70577,-77.77301,0
-50.37857,0.04187855,0
-76.49126,78.69363,0
19.735666,-14.666175,0
-88.82467,-56.853764,0
56.183002,70.787445,0
69.81404,36.487534,0
104.266464,-78.90121,0
-48.653942,-7.2088156,0
117.677925,25.587257,0
50.616123,2.7297485,0
41.49962,133.38718,1
88.91115,83.79852,0
-8.164628,67.92049,0
135.89967,-28.254692,0
-95.21968,17.7523,0
-84.69884,67.49028,0
54.970024,-15.4938,0
-81.65514,-30.459759,0
62.79246,68.83944,0
45.46307,56.961872,0
-61.98778,122.25831,0
-116.02801,-33.620075,0
-38.553703,70.855835,0
39.391277,-31.029308,0
-53.420467,-75.224655,0
115.619446,45.399635,0
38.882042,48.96573,0
68.75326,-116.15442,0
-63.509388,34.577614,0
-56.34438,74.5487,0
-4.052004,0.38317558,0
-77.228874,-74.53552,0
51.616417,39.47567,0
21.479303,39.56689,0
82.24907,-89.89112,0
-40.16102,-23.156506,0
-21.310314,30.75465,0
4.3829684,-39.47803,0
-28.534174,-86.821075,0
9.488064,-110.72726,0
-14.723297,95.692116,0
93.66261,-33.696213,0
-113.03945,29.166391,0
-37.765068,12.5781145,0
-13.0219755,-22.95627,0
-40.6146,-112.750046,0
25.71523,-129.92717,0
12.656742,88.765236,0
43.121155,-46.717064,0
-102.776535,-20.371042,0
-18.6389,41.850204,0
-2.339797,-41.71598,0
-25.25214,-91.220505,0
6.4454765,-126.101555,0
-6.654245,90.99511,0
92.9158,-19.430353,0
-121.15243,-6.0402875,0
-20.21113,8.52444,0
19.078356,-53.495136,0
-38.337837,-85.37442,0
23.020508,-108.759544,0
-1.7737222,90.5904,0
92.1347,-16.516245,0
-125.37542,-6.302545,0
-93.89143,74.326096,0
12.236111,-10.572535,0
-75.83298,-30.512686,0
77.419014,58.91322,0
35.285664,33.12253,0
63.160336,-82.26043,0
-57.333588,17.607426,0
-100.63754,79.75457,0
38.1806,-5.1778803,0
-100.014275,-64.81724,0
84.1206,63.64515,0
74.40593,37.79471,0
-36.0009,110.25849,0
-81.05049,2.3077412,0
-92.53421,91.87647,0
47.546432,-16.317368,0
-64.70127,-55.287994,0
70.7071,84.2101,0
-23.257519,140.10207,0
-44.245926,96.74955,0
-72.29295,13.841826,0
-71.837166,48.571407,0
95.877235,12.178735,0
-56.319206,-40.042458,0
-1.0579337,-145.97215,2
81.72954,19.628088,0
80.81959,4.746925,0
-149.78217,-2.375248,0
-6.447915,25.894768,0
125.266655,-0.56197107,0
-37.17107,-80.22297,0
-14.743806,-119.776596,0
27.70553,91.45877,0
83.62073,-32.83269,0
-88.73389,8.346878,0
-78.5792,56.898647,0
8.850489,-80.0089,0
-101.26421,-46.033802,0
39.500496,-81.03482,0
21.68464,67.51833,0
109.16945,-15.489459,0
-110.99076,-35.876286,0
-19.44146,20.529442,0
