tsne-2d-one,tsne-2d-two,cluster_label
-72.584114,-23.292463,0
83.106895,-18.238575,0
-85.49442,-159.56258,0
-129.39906,105.51034,0
114.208626,104.48609,0
2.3180678,173.62064,0
-74.31683,-76.56742,0
5.2816477,-180.08014,0
-57.486633,-7.5321045,0
102.283005,18.383059,0
-62.57985,-126.92905,0
-109.72375,90.911705,0
101.66894,90.74053,0
-41.60781,154.19193,0
-56.75204,-64.94324,0
5.448888,-149.22092,0
39.043137,-21.241497,0
60.071335,81.54521,0
-127.27506,-54.392677,0
-131.69336,6.2605963,0
153.71362,3.9137113,0
-21.797905,113.71286,0
52.13871,-51.228184,0
78.751076,-117.3559,0
-54.58969,-26.695541,0
73.610306,-0.89097846,0
-90.39363,-137.26527,0
-128.18257,86.66077,0
120.94958,84.9158,0
-17.941698,174.373,0
-54.73065,-77.320724,0
12.365658,-165.86404,0
-71.16304,-25.476303,0
82.91764,-21.601728,0
-85.781136,-149.22041,0
-132.74722,106.3281,0
119.85696,97.41833,0
-8.705589,181.52231,0
-76.654816,-72.38803,0
7.677128,-176.8501,0
67.2416,-35.46762,0
73.83768,95.7141,0
-132.45894,-44.889446,0
-137.06448,-2.4635859,0
123.59108,21.844997,0
6.971303,128.76324,0
80.91663,-43.012383,0
95.25245,-105.61726,0
-35.086876,-8.210352,0
82.9958,28.185652,0
-82.803055,-121.11187,0
-111.97262,68.60699,0
114.54961,56.002056,0
1.7154925,148.06549,0
-37.017914,-57.587147,0
32.53067,-164.36761,0
-48.909924,-23.266356,0
67.97177,5.2464695,0
-95.71131,-130.60515,0
-129.24867,78.72781,0
122.16654,64.18808,0
-4.4749484,151.6824,0
-46.102173,-76.296684,0
17.04276,-155.43216,0
-76.08259,-27.096384,0
81.003784,-17.182907,0
-86.884865,-160.09163,0
-129.46352,104.3617,0
121.449066,104.38723,0
-7.225309,177.78555,0
-69.935455,-78.82723,0
9.149051,-181.88667,0
33.30794,-31.2282,0
67.118614,71.22555,0
-115.73232,-55.56223,0
-130.02373,16.468325,0
144.39127,20.419264,0
24.616495,118.76183,0
42.80922,-57.44123,0
73.45155,-123.80818,0
-55.814827,3.6826055,0
98.05136,6.6987658,0
-58.6217,-116.69316,0
-93.88259,90.70454,0
103.07433,72.43605,0
-31.3389,150.96788,0
-63.20873,-48.561447,0
10.1321945,-135.84442,0
19.352547,-34.033577,0
40.335007,72.77304,0
-125.70981,-72.77348,0
-109.8519,16.039143,0
169.83195,12.040676,0
21.48488,165.52228,0
20.570433,-38.36123,0
53.260036,-134.00148,0
-52.981216,-5.4720273,0
92.31761,17.584171,0
-69.18856,-123.01706,0
-104.868546,82.427284,0
124.213974,76.3549,0
-23.099953,167.49089,0
-51.87089,-58.28506,0
9.568175,-142.91428,0
-24.97672,-85.24729,0
100.59813,-49.12785,0
-186.34724,0.8393409,1
-111.42077,-6.2394075,0
150.95688,-55.79634,0
4.886813,86.03359,0
-11.739551,-100.80372,0
128.73521,-79.421936,0
-14.1205435,-25.28952,0
77.08776,58.255943,0
-166.39272,-63.91372,0
-80.02144,43.23009,0
168.16994,38.250263,0
-7.784812,93.347885,0
-12.429622,-32.749237,0
104.37147,-109.44658,0
35.318336,-24.850515,0
61.184746,72.88154,0
-122.48194,-57.796665,0
-126.552795,10.91875,0
142.27072,13.307836,0
-11.192368,109.82328,0
45.623966,-52.29489,0
76.4506,-121.361,0
-23.930796,-86.791374,0
101.49318,-49.594105,0
-186.84596,-0.23303169,1
-111.73229,-7.905706,0
146.16428,-60.529907,0
3.7224474,82.69307,0
-13.562984,-100.14461,0
125.28351,-79.810905,0
-53.234642,3.8775237,0
93.948845,4.5566444,0
-58.649384,-115.60373,0
-93.05747,85.81929,0
103.09961,64.00537,0
-13.054568,136.09843,0
-60.995537,-48.772472,0
15.947839,-131.69156,0
29.090628,-36.25551,0
44.771427,34.200157,0
-113.57092,-71.78622,0
-133.12483,23.557455,0
151.0413,42.49844,0
-33.059418,140.69528,0
34.194992,-58.148262,0
45.214962,-136.72624,0
-39.441387,-16.748505,0
91.93976,29.97683,0
-77.088264,-131.63983,0
-116.24779,75.760864,0
127.77983,86.68751,0
8.653262,157.8886,0
-40.319996,-65.788,0
23.853464,-167.19612,0
-3.5259414,-31.829802,0
52.582935,48.757294,0
-125.80511,-94.88049,0
-134.84958,38.206966,0
151.76122,47.517883,0
11.828055,163.41524,0
10.3285675,-60.451084,0
71.98363,-141.76152,0
-28.19695,-84.917076,0
103.69998,-53.198112,0
-188.04475,0.8267531,1
-112.178375,-8.684805,0
146.30478,-61.859028,0
-0.32100984,87.43312,0
-10.426152,-103.067345,0
124.6337,-79.66398,0
-41.566692,-10.354726,0
89.14177,24.154942,0
-76.96015,-124.75193,0
-110.81682,75.90982,0
132.58899,75.29893,0
-8.97566,159.20966,0
-44.42042,-60.999645,0
23.63551,-157.04468,0
30.982714,-19.928585,0
55.16212,74.89717,0
-127.02376,-62.205,0
-121.056076,12.183134,0
155.73514,4.287478,0
