window_index,anomaly_score,is_anomaly,threshold_used
0,0.10771647731965261,1,0.09812814107868578
1,0.08928863053779246,0,0.09812814107868578
2,0.08337013057938047,0,0.09812814107868578
3,0.06799928896793572,0,0.09812814107868578
4,0.01483270907050338,0,0.09812814107868578
5,0.02820325769130172,0,0.09812814107868578
6,0.01483270907050338,0,0.09812814107868578
7,0.02820325769130172,0,0.09812814107868578
8,0.01483270907050338,0,0.09812814107868578
9,0.02820325769130172,0,0.09812814107868578
10,0.07855955754404864,0,0.09812814107868578
11,0.07566064600782163,0,0.09812814107868578
12,0.01483270907050338,0,0.09812814107868578
13,0.02820325769130172,0,0.09812814107868578
14,0.088272672275851,0,0.09812814107868578
15,0.06476280347003749,0,0.09812814107868578
16,0.08513230445460651,0,0.09812814107868578
17,0.07338763218264577,0,0.09812814107868578
18,0.07871535920319117,0,0.09812814107868578
19,0.07076136922128484,0,0.09812814107868578
20,0.11311944740712832,1,0.09812814107868578
21,0.1182666004757914,1,0.09812814107868578
22,0.01483270907050338,0,0.09812814107868578
23,0.02820325769130172,0,0.09812814107868578
24,0.07932468534905368,0,0.09812814107868578
25,0.07189699205193123,0,0.09812814107868578
26,0.01483270907050338,0,0.09812814107868578
27,0.02820325769130172,0,0.09812814107868578
28,0.01483270907050338,0,0.09812814107868578
29,0.02820325769130172,0,0.09812814107868578
30,0.01483270907050338,0,0.09812814107868578
31,0.02820325769130172,0,0.09812814107868578
32,0.09296423126917996,0,0.09812814107868578
33,0.09727353264103422,0,0.09812814107868578
34,0.07550971889089131,0,0.09812814107868578
35,0.06637542778965155,0,0.09812814107868578
36,0.07467821879880954,0,0.09812814107868578
37,0.06261613543491673,0,0.09812814107868578
38,0.1214799308683635,1,0.09812814107868578
39,0.11886457199585954,1,0.09812814107868578
40,0.07510342833666028,0,0.09812814107868578
41,0.06838878417690908,0,0.09812814107868578
42,0.07860675059477151,0,0.09812814107868578
43,0.06913982536299201,0,0.09812814107868578
44,0.01483270907050338,0,0.09812814107868578
45,0.02820325769130172,0,0.09812814107868578
46,0.01483270907050338,0,0.09812814107868578
47,0.02820325769130172,0,0.09812814107868578
48,0.09418397727530003,0,0.09812814107868578
49,0.07258630581975833,0,0.09812814107868578
50,0.01483270907050338,0,0.09812814107868578
51,0.02820325769130172,0,0.09812814107868578
52,0.08260078344700683,0,0.09812814107868578
53,0.07455980785668381,0,0.09812814107868578
54,0.11699463992092152,1,0.09812814107868578
55,0.10484275958390554,1,0.09812814107868578
56,0.0914143331111732,0,0.09812814107868578
57,0.0750192510150659,0,0.09812814107868578
58,0.01483270907050338,0,0.09812814107868578
59,0.02820325769130172,0,0.09812814107868578
60,0.08813520975330724,0,0.09812814107868578
61,0.07405893896657123,0,0.09812814107868578
62,0.09448642335844681,0,0.09812814107868578
63,0.07044502629484062,0,0.09812814107868578
64,0.01483270907050338,0,0.09812814107868578
65,0.02820325769130172,0,0.09812814107868578
66,0.01483270907050338,0,0.09812814107868578
67,0.02820325769130172,0,0.09812814107868578
68,0.08321400703374193,0,0.09812814107868578
69,0.07222656628555746,0,0.09812814107868578
70,0.11759820887255723,1,0.09812814107868578
71,0.10731590549251968,1,0.09812814107868578
72,0.01483270907050338,0,0.09812814107868578
73,0.02820325769130172,0,0.09812814107868578
74,0.01483270907050338,0,0.09812814107868578
75,0.02820325769130172,0,0.09812814107868578
76,0.08556250893825235,0,0.09812814107868578
77,0.07621924190823115,0,0.09812814107868578
78,0.08282268322037489,0,0.09812814107868578
79,0.06890032379996158,0,0.09812814107868578
80,0.01483270907050338,0,0.09812814107868578
81,0.02820325769130172,0,0.09812814107868578
82,0.07286838125790296,0,0.09812814107868578
83,0.08109093089842934,0,0.09812814107868578
84,0.07471604019992384,0,0.09812814107868578
85,0.06559336621927547,0,0.09812814107868578
86,0.01483270907050338,0,0.09812814107868578
87,0.02820325769130172,0,0.09812814107868578
88,0.01483270907050338,0,0.09812814107868578
89,0.02820325769130172,0,0.09812814107868578
90,0.11748172604836682,1,0.09812814107868578
91,0.11828975716248558,1,0.09812814107868578
92,0.09025733207402897,0,0.09812814107868578
93,0.06468812651931544,0,0.09812814107868578
94,0.07658274710928425,0,0.09812814107868578
95,0.07642804018109528,0,0.09812814107868578
96,0.01483270907050338,0,0.09812814107868578
97,0.02820325769130172,0,0.09812814107868578
98,0.09812764899753035,0,0.09812814107868578
99,0.09140893198029043,0,0.09812814107868578
100,0.1173636515980998,1,0.09812814107868578
101,0.11644937894501672,1,0.09812814107868578
102,0.08677233609313273,0,0.09812814107868578
103,0.07537450470563445,0,0.09812814107868578
104,0.08260476166974351,0,0.09812814107868578
105,0.09282555314786267,0,0.09812814107868578
106,0.0988719360651924,1,0.09812814107868578
107,0.07384530131540268,0,0.09812814107868578
108,0.11379479343871801,1,0.09812814107868578
109,0.10555451441810526,1,0.09812814107868578
110,0.0747566239318126,0,0.09812814107868578
111,0.06298830048301562,0,0.09812814107868578
112,0.01483270907050338,0,0.09812814107868578
113,0.02820325769130172,0,0.09812814107868578
114,0.10436616216548011,1,0.09812814107868578
115,0.09336408918647254,0,0.09812814107868578
116,0.01483270907050338,0,0.09812814107868578
117,0.02820325769130172,0,0.09812814107868578
118,0.01483270907050338,0,0.09812814107868578
119,0.02820325769130172,0,0.09812814107868578
120,0.11833646101611384,1,0.09812814107868578
121,0.11729267630458728,1,0.09812814107868578
122,0.07812053965596288,0,0.09812814107868578
123,0.06808465342451642,0,0.09812814107868578
124,0.01483270907050338,0,0.09812814107868578
125,0.02820325769130172,0,0.09812814107868578
126,0.01483270907050338,0,0.09812814107868578
127,0.02820325769130172,0,0.09812814107868578
128,0.01483270907050338,0,0.09812814107868578
129,0.02820325769130172,0,0.09812814107868578
130,0.07601793771183163,0,0.09812814107868578
131,0.06463786765732937,0,0.09812814107868578
132,0.01483270907050338,0,0.09812814107868578
133,0.02820325769130172,0,0.09812814107868578
134,0.11897822081856069,1,0.09812814107868578
135,0.10334766045339217,1,0.09812814107868578
136,0.01483270907050338,0,0.09812814107868578
137,0.02820325769130172,0,0.09812814107868578
138,0.01483270907050338,0,0.09812814107868578
139,0.02820325769130172,0,0.09812814107868578
140,0.01483270907050338,0,0.09812814107868578
141,0.02820325769130172,0,0.09812814107868578
142,0.08321400703374193,0,0.09812814107868578
143,0.07222656628555746,0,0.09812814107868578
144,0.01483270907050338,0,0.09812814107868578
145,0.02820325769130172,0,0.09812814107868578
146,0.09935410653298882,1,0.09812814107868578
147,0.09130121692666571,0,0.09812814107868578
148,0.0673437649436327,0,0.09812814107868578
149,0.0700978604565945,0,0.09812814107868578
150,0.07866828557720928,0,0.09812814107868578
151,0.08469413534372605,0,0.09812814107868578
152,0.01483270907050338,0,0.09812814107868578
153,0.02820325769130172,0,0.09812814107868578
154,0.01483270907050338,0,0.09812814107868578
155,0.02820325769130172,0,0.09812814107868578
